epoch,loss,dice,iou,val_loss,val_dice,val_iou
37,0.11841954787572224,0.962332641084989,0.9282476355632147,0.1439880852897962,0.9549029469490051,0.9162946939468384
38,0.10357051839431126,0.9680873900651932,0.9386213024457296,0.13964797059694925,0.9569818178812662,0.920007566610972
39,0.10924046424527963,0.9649150917927424,0.9331405063470205,0.15299477179845175,0.9549452463785807,0.91657821337382
40,0.1064249649643898,0.965541735291481,0.9339305559794108,0.13456359754006067,0.9572140375773112,0.9201728502909342
41,0.10300610090295474,0.9672495673100153,0.9370580464601517,0.12908442070086798,0.9584694504737854,0.9221707781155905
42,0.09657729789614677,0.9695050418376923,0.9412868767976761,0.12506161630153656,0.9570603966712952,0.9192808667818705
43,0.09630563265333573,0.9695399552583694,0.9413693944613138,0.11676631371180217,0.9602923194567362,0.9251742164293925
44,0.09445200736323993,0.9704863677422205,0.943157434463501,0.14776350806156793,0.9484204848607382,0.9059545993804932
45,0.1116810090218981,0.963400180141131,0.931152269244194,0.1505616083741188,0.9573376377423605,0.9211141268412272
46,0.10917378092805545,0.9650216648976008,0.9335914204518,0.153887540102005,0.9569362799326578,0.9201103647549947
47,0.10611867811530828,0.9675008704264959,0.9375740786393484,0.1303347945213318,0.9554573694864908,0.9166367451349894
48,0.10756105836480856,0.9664406130711237,0.9357247700293859,0.14696236699819565,0.9588292241096497,0.923301895459493
49,0.09607167604068916,0.971047654747963,0.9441182116667429,0.11785832544167836,0.9607309699058533,0.9261892239252726
50,0.09116382679591577,0.9709989428520203,0.9441204766432444,0.13934977104266486,0.9590717752774557,0.923984428246816
51,0.08246947390337785,0.9742977023124695,0.9502495378255844,0.11526244133710861,0.9641830325126648,0.9324775735537211
52,0.08561532540867726,0.9729491273562113,0.9476994524399439,0.1387797618905703,0.9601089755694071,0.925537089506785
53,0.07961625047028065,0.9751597344875336,0.9518537819385529,0.10964034746090572,0.9663055539131165,0.9364558657010397
54,0.08111004096766312,0.9747189829746882,0.9510341584682465,0.1215007056792577,0.9646479884783427,0.9337563117345175
55,0.08069162474324305,0.9744614809751511,0.9505983839432398,0.11489412188529968,0.9611658652623495,0.9273998936017355
56,0.08376345597207546,0.9739492734273275,0.9495816379785538,0.11319263527790706,0.9636011918385824,0.9313472112019857
57,0.08099869048843782,0.9739652921756109,0.9495981236298879,0.12934350967407227,0.962571402390798,0.93004177014033
58,0.08017410896718502,0.9743808309237162,0.9504506041606268,0.12995000431934992,0.9608644048372904,0.9269731442133585
59,0.0811024500677983,0.9750020205974579,0.9516270011663437,0.1153347318371137,0.9655277729034424,0.9354013800621033
60,0.07536656750986974,0.9764132450024287,0.9542412211497625,0.11021304503083229,0.9652121265729269,0.9345797697703043
61,0.07616111853470404,0.9756102015574774,0.9527349372704824,0.10668454070885976,0.9669557611147562,0.937356432278951
62,0.0765674989670515,0.9757544646660486,0.9529990007479986,0.11213734497626622,0.9660506447156271,0.9362067977587382
63,0.07418175755689542,0.9767706443866094,0.9549407114585241,0.10773677627245586,0.9626743594805399,0.9300682147343954
64,0.08267625762770574,0.9741528630256653,0.9501878221829733,0.13542781273523966,0.9633046189943949,0.9316173593203226
65,0.08175363950431347,0.9736871918042501,0.9491305549939474,0.11329733828703563,0.9640835920969645,0.9317886233329773
66,0.07479939733942349,0.9764691640933355,0.9543695002794266,0.10430545111497243,0.9683174093564352,0.9399279554684957
67,0.07385334093123674,0.9765778382619222,0.9545695036649704,0.107561144977808,0.9640016754468282,0.9319395422935486
68,0.07275880717982848,0.9768729458252589,0.9551434814929962,0.10026969760656357,0.9669842720031738,0.9373689293861389
69,0.0715392054989934,0.9772521456082662,0.955844576160113,0.10169976949691772,0.968747079372406,0.9407920042673746
70,0.07281377259641886,0.9765915671984354,0.9545821299155554,0.10277184595664342,0.9658961494763693,0.935410737991333
71,0.07271727236608665,0.9770894398291906,0.9555443574984869,0.09606541320681572,0.9690472880999247,0.9410291910171509
72,0.07078023627400398,0.9776149143775305,0.9565359304348627,0.09973167379697163,0.9684086441993713,0.939767062664032
73,0.07132130209356546,0.9769835621118546,0.9553442001342773,0.09908062219619751,0.9682860175768534,0.9397717912991842
74,0.07157085835933685,0.9770557880401611,0.9554825176795324,0.0991931880513827,0.9676299889882406,0.9385724465052286
75,0.0679694910844167,0.9785422732432684,0.9583063075939814,0.1074482649564743,0.9672479629516602,0.9379811684290568
76,0.06866676112016042,0.9782154162724813,0.9576906710863113,0.09940588970979054,0.9677782654762268,0.9387803475062052
77,0.07122459045300882,0.9772828817367554,0.9559146414200465,0.10480939969420433,0.9651565551757812,0.9341071049372355
78,0.07499262318015099,0.9771407047907511,0.9557200272878011,0.09903445839881897,0.9677527944246928,0.9388355215390524
79,0.06771490536630154,0.9783430894215902,0.9579249620437622,0.10387926797072093,0.9668578108151754,0.9372338056564331
80,0.07098678778856993,0.9775034536918005,0.9563182294368744,0.10654051601886749,0.9665607412656149,0.9366729060808817
81,0.06864158002038796,0.9780994156996409,0.957431415716807,0.10193603113293648,0.9650453527768453,0.9342861572901408
82,0.07285726722329855,0.9768543988466263,0.9550994882980982,0.12334694713354111,0.962605873743693,0.9300602277119955
83,0.07429720150927703,0.9762614369392395,0.9539316842953364,0.11400575439135234,0.9663937091827393,0.9364616274833679
84,0.06977920420467854,0.9775690883398056,0.9564544757207235,0.10349674398700397,0.9654383063316345,0.9348373214403788
85,0.0684771438439687,0.9781526525815328,0.9575597097476324,0.114419919749101,0.967242697874705,0.9379231929779053
86,0.06587676269312699,0.979245682557424,0.9596481124560038,0.10819358999530475,0.964154064655304,0.9325288732846578
87,0.068032949231565,0.9782443145910898,0.9577325731515884,0.10210476567347844,0.9703193306922913,0.9435916741689047
88,0.06606554488341014,0.9789433677991232,0.9590695599714915,0.10447719444831212,0.9662041664123535,0.936276356379191
89,0.06527350501467784,0.9792982637882233,0.9597678631544113,0.10398396104574203,0.9657348990440369,0.935407797495524
90,0.06744296289980412,0.9781066824992498,0.957454189658165,0.10601406544446945,0.9662669897079468,0.9361490408579508
91,0.06758841934303443,0.9784712046384811,0.9581670512755712,0.10449417307972908,0.9670812288920084,0.9377031524976095
92,0.06622288996974628,0.9787972271442413,0.9587948173284531,0.10294997443755467,0.969148059686025,0.9413684407869974
93,0.06877873589595158,0.9779986341794332,0.9572819918394089,0.12445930391550064,0.9597095648447672,0.9256642858187357
94,0.07393193741639455,0.9762352903683981,0.9539737651745478,0.12583668902516365,0.9654027024904887,0.9354980786641439
95,0.07899785414338112,0.9755755811929703,0.9528029561042786,0.10846251125137012,0.9625076651573181,0.9298137227694193
96,0.06881686175862949,0.9779364367326101,0.9571241140365601,0.10657138129075368,0.9668296376864115,0.937221626440684
97,0.0718904131402572,0.9774356732765833,0.95626932879289,0.10249299928545952,0.966587762037913,0.9368018706639608
98,0.06359072650472324,0.9798143456379572,0.9607448677221934,0.10881116489569347,0.964907725652059,0.9341523249944051
99,0.06289949702719848,0.9799492657184601,0.9610008398691813,0.1046501820286115,0.9685723185539246,0.9405719041824341
100,0.06399283899615209,0.979537308216095,0.9602155337731043,0.10965331395467122,0.9629835685094198,0.9309653838475546
